5,80,80,0.5,0.05,0.05,15.7011
5,80,80,0.5,0.05,0.175,34.2667
5,80,80,0.5,0.05,0.3,68.1506
5,80,80,0.5,0.175,0.05,3.43975
5,80,80,0.5,0.175,0.175,8.40421
5,80,80,0.5,0.175,0.3,18.3417
5,80,80,0.5,0.3,0.05,0.662814
5,80,80,0.5,0.3,0.175,1.84116
5,80,80,0.5,0.3,0.3,4.49845
5,80,85,0.5,0.05,0.05,18.1137
5,80,85,0.5,0.05,0.175,38.5767
5,80,85,0.5,0.05,0.3,75.2737
5,80,85,0.5,0.175,0.05,4.08784
5,80,85,0.5,0.175,0.175,9.69559
5,80,85,0.5,0.175,0.3,20.6486
5,80,85,0.5,0.3,0.05,0.815388
5,80,85,0.5,0.3,0.175,2.18806
5,80,85,0.5,0.3,0.3,5.18968
5,80,90,0.5,0.05,0.05,20.6571
5,80,90,0.5,0.05,0.175,43.0186
5,80,90,0.5,0.05,0.3,82.5023
5,80,90,0.5,0.175,0.05,4.79131
5,80,90,0.5,0.175,0.175,11.057
5,80,90,0.5,0.175,0.3,23.0262
5,80,90,0.5,0.3,0.05,0.986777
5,80,90,0.5,0.3,0.175,2.5646
5,80,90,0.5,0.3,0.3,5.91836
5,80,95,0.5,0.05,0.05,23.3207
5,80,95,0.5,0.05,0.175,47.5775
5,80,95,0.5,0.05,0.3,89.8197
5,80,95,0.5,0.175,0.05,5.54815
5,80,95,0.5,0.175,0.175,12.4827
5,80,95,0.5,0.175,0.3,25.4664
5,80,95,0.5,0.3,0.05,1.17733
5,80,95,0.5,0.3,0.175,2.96971
5,80,95,0.5,0.3,0.3,6.6815
5,80,100,0.5,0.05,0.05,26.0961
5,80,100,0.5,0.05,0.175,52.239
5,80,100,0.5,0.05,0.3,97.2129
5,80,100,0.5,0.175,0.05,6.35674
5,80,100,0.5,0.175,0.175,13.9682
5,80,100,0.5,0.175,0.3,27.9615
5,80,100,0.5,0.3,0.05,1.38714
5,80,100,0.5,0.3,0.175,3.40252
5,80,100,0.5,0.3,0.3,7.47666
5,85,80,0.5,0.05,0.05,14.4071
5,85,80,0.5,0.05,0.175,32.2434
5,85,80,0.5,0.05,0.3,65.4078
5,85,80,0.5,0.175,0.05,3.06221
5,85,80,0.5,0.175,0.175,7.71157
5,85,80,0.5,0.175,0.3,17.2586
5,85,80,0.5,0.3,0.05,0.569699
5,85,80,0.5,0.3,0.175,1.63908
5,85,80,0.5,0.3,0.3,4.1277
5,85,85,0.5,0.05,0.05,16.6825
5,85,85,0.5,0.05,0.175,36.4084
5,85,85,0.5,0.05,0.3,72.41
5,85,85,0.5,0.175,0.05,3.65473
5,85,85,0.5,0.175,0.175,8.92948
5,85,85,0.5,0.175,0.3,19.488
5,85,85,0.5,0.3,0.05,0.704239
5,85,85,0.5,0.3,0.175,1.95624
5,85,85,0.5,0.3,0.3,4.77961
5,85,90,0.5,0.05,0.05,19.0911
5,85,90,0.5,0.05,0.175,40.7143
5,85,90,0.5,0.05,0.3,79.5298
5,85,90,0.5,0.175,0.05,4.30117
5,85,90,0.5,0.175,0.175,10.2187
5,85,90,0.5,0.175,0.3,21.7928
5,85,90,0.5,0.3,0.05,0.856258
5,85,90,0.5,0.3,0.175,2.30225
5,85,90,0.5,0.3,0.3,5.46969
5,85,95,0.5,0.05,0.05,21.6234
5,85,95,0.5,0.05,0.175,45.1453
5,85,95,0.5,0.05,0.3,86.7499
5,85,95,0.5,0.175,0.05,4.99985
5,85,95,0.5,0.175,0.175,11.5742
5,85,95,0.5,0.175,0.3,24.1646
5,85,95,0.5,0.3,0.05,1.02598
5,85,95,0.5,0.3,0.175,2.67623
5,85,95,0.5,0.3,0.3,6.19522
5,85,100,0.5,0.05,0.05,24.2699
5,85,100,0.5,0.05,0.175,49.688
5,85,100,0.5,0.05,0.3,94.0553
5,85,100,0.5,0.175,0.05,5.74895
5,85,100,0.5,0.175,0.175,12.9907
5,85,100,0.5,0.175,0.3,26.5961
5,85,100,0.5,0.3,0.05,1.21369
5,85,100,0.5,0.3,0.175,3.07719
5,85,100,0.5,0.3,0.3,6.95345
5,90,80,0.5,0.05,0.05,13.2394
5,90,80,0.5,0.05,0.175,30.3593
5,90,80,0.5,0.05,0.3,62.7866
5,90,80,0.5,0.175,0.05,2.73351
5,90,80,0.5,0.175,0.175,7.08655
5,90,80,0.5,0.175,0.3,16.2501
5,90,80,0.5,0.3,0.05,0.491754
5,90,80,0.5,0.3,0.175,1.46314
5,90,80,0.5,0.3,0.3,3.79316
5,90,85,0.5,0.05,0.05,15.3846
5,90,85,0.5,0.05,0.175,34.3808
5,90,85,0.5,0.05,0.3,69.6636
5,90,85,0.5,0.175,0.05,3.27567
5,90,85,0.5,0.175,0.175,8.23476
5,90,85,0.5,0.175,0.3,18.4027
5,90,85,0.5,0.3,0.05,0.61065
5,90,85,0.5,0.3,0.175,1.75334
5,90,85,0.5,0.3,0.3,4.40775
5,90,90,0.5,0.05,0.05,17.6638
5,90,90,0.5,0.05,0.175,38.5501
5,90,90,0.5,0.05,0.3,76.6694
5,90,90,0.5,0.175,0.05,3.86971
5,90,90,0.5,0.175,0.175,9.45474
5,90,90,0.5,0.175,0.3,20.6344
5,90,90,0.5,0.3,0.05,0.745665
